time,open,high,low,close,volume
2021-05-28 20:00:00,124.64,124.65,124.61,124.61,2957
2021-05-28 19:59:00,124.65,124.65,124.65,124.65,990
2021-05-28 19:58:00,124.64,124.64,124.64,124.64,851
2021-05-28 19:57:00,124.63,124.63,124.61,124.61,1275
2021-05-28 19:56:00,124.64,124.64,124.62,124.62,1190
2021-05-28 19:54:00,124.65,124.65,124.64,124.64,609
2021-05-28 19:53:00,124.65,124.65,124.65,124.65,599
2021-05-28 19:52:00,124.63,124.65,124.63,124.63,1607
2021-05-28 19:51:00,124.64,124.66,124.62,124.66,6088
2021-05-28 19:50:00,124.66,124.66,124.65,124.65,1167
2021-05-28 19:49:00,124.65,124.65,124.65,124.65,452
2021-05-28 19:48:00,124.6499,124.65,124.64,124.64,727
2021-05-28 19:47:00,124.64,124.65,124.64,124.65,707
2021-05-28 19:45:00,124.65,124.65,124.65,124.65,438
2021-05-28 19:44:00,124.66,124.66,124.66,124.66,348
2021-05-28 19:42:00,124.66,124.66,124.65,124.65,557
2021-05-28 19:41:00,124.66,124.66,124.66,124.66,320
2021-05-28 19:40:00,124.65,124.66,124.65,124.66,1365
2021-05-28 19:39:00,124.6501,124.6501,124.6501,124.6501,263
2021-05-28 19:37:00,124.65,124.65,124.65,124.65,316
2021-05-28 19:36:00,124.66,124.66,124.66,124.66,196
2021-05-28 19:34:00,124.67,124.67,124.67,124.67,227
2021-05-28 19:33:00,124.65,124.67,124.65,124.67,1443
2021-05-28 19:32:00,124.65,124.65,124.65,124.65,508
2021-05-28 19:31:00,124.65,124.65,124.65,124.65,1390
2021-05-28 19:30:00,124.65,124.65,124.65,124.65,1058
2021-05-28 19:29:00,124.63,124.65,124.63,124.65,835
2021-05-28 19:27:00,124.65,124.65,124.65,124.65,284
2021-05-28 19:26:00,124.65,124.66,124.65,124.65,1044
2021-05-28 19:21:00,124.64,124.64,124.63,124.63,547
2021-05-28 19:20:00,124.65,124.65,124.63,124.63,2205
2021-05-28 19:18:00,124.67,124.67,124.67,124.67,1045
2021-05-28 19:16:00,124.65,124.65,124.65,124.65,836
2021-05-28 19:15:00,124.66,124.66,124.66,124.66,401
2021-05-28 19:14:00,124.63,124.65,124.63,124.65,439
2021-05-28 19:12:00,124.64,124.64,124.63,124.63,1981
2021-05-28 19:11:00,124.64,124.64,124.64,124.64,1289
2021-05-28 19:10:00,124.66,124.66,124.64,124.64,430
2021-05-28 19:08:00,124.65,124.65,124.64,124.64,1247
2021-05-28 19:07:00,124.64,124.65,124.64,124.65,242
2021-05-28 19:04:00,124.65,124.65,124.65,124.65,1260
2021-05-28 19:02:00,124.65,124.65,124.65,124.65,520
2021-05-28 18:59:00,124.67,124.67,124.67,124.67,216
2021-05-28 18:58:00,124.67,124.67,124.67,124.67,1631
2021-05-28 18:57:00,124.65,124.65,124.65,124.65,225
2021-05-28 18:54:00,124.65,124.65,124.65,124.65,350
2021-05-28 18:52:00,124.67,124.67,124.67,124.67,207
2021-05-28 18:49:00,124.68,124.68,124.65,124.65,1390
2021-05-28 18:48:00,124.69,124.7,124.67,124.67,1798
2021-05-28 18:46:00,124.7,124.7,124.7,124.7,742
2021-05-28 18:45:00,124.67,124.7,124.67,124.7,1377
2021-05-28 18:44:00,124.67,124.67,124.67,124.67,2171
2021-05-28 18:42:00,124.67,124.7,124.67,124.69,3151
2021-05-28 18:41:00,124.67,124.68,124.67,124.67,1821
2021-05-28 18:40:00,124.67,124.67,124.67,124.67,949
2021-05-28 18:39:00,124.68,124.68,124.68,124.68,424
2021-05-28 18:38:00,124.66,124.66,124.66,124.66,672
2021-05-28 18:35:00,124.67,124.68,124.67,124.67,2638
2021-05-28 18:34:00,124.66,124.66,124.66,124.66,136
2021-05-28 18:33:00,124.67,124.67,124.65,124.65,1646
2021-05-28 18:32:00,124.67,124.67,124.67,124.67,326
2021-05-28 18:30:00,124.67,124.67,124.67,124.67,242
2021-05-28 18:29:00,124.65,124.65,124.65,124.65,2092
2021-05-28 18:28:00,124.65,124.67,124.65,124.67,334
2021-05-28 18:27:00,124.65,124.65,124.65,124.65,1084
2021-05-28 18:26:00,124.65,124.65,124.65,124.65,176
2021-05-28 18:24:00,124.65,124.65,124.65,124.65,862
2021-05-28 18:23:00,124.67,124.67,124.65,124.65,2526
2021-05-28 18:22:00,124.67,124.67,124.65,124.65,693
2021-05-28 18:21:00,124.67,124.67,124.65,124.65,376
2021-05-28 18:20:00,124.6699,124.67,124.6699,124.67,613
2021-05-28 18:19:00,124.65,124.65,124.65,124.65,748
2021-05-28 18:18:00,124.65,124.65,124.65,124.65,438
2021-05-28 18:17:00,124.67,124.67,124.65,124.65,247
2021-05-28 18:16:00,124.67,124.67,124.67,124.67,561
2021-05-28 18:14:00,124.65,124.65,124.65,124.65,551
2021-05-28 18:13:00,124.66,124.68,124.65,124.68,1135
2021-05-28 18:12:00,124.68,124.68,124.68,124.68,494
2021-05-28 18:11:00,124.67,124.68,124.67,124.68,698
2021-05-28 18:10:00,124.68,124.68,124.67,124.67,478
2021-05-28 18:08:00,124.68,124.68,124.68,124.68,312
2021-05-28 18:07:00,124.66,124.66,124.66,124.66,212
2021-05-28 18:06:00,124.6601,124.67,124.66,124.67,1915
2021-05-28 18:03:00,124.65,124.65,124.65,124.65,2102
2021-05-28 18:02:00,124.67,124.67,124.67,124.67,169
2021-05-28 18:01:00,124.6501,124.6501,124.6501,124.6501,205
2021-05-28 18:00:00,124.67,124.67,124.65,124.65,1312
2021-05-28 17:59:00,124.65,124.65,124.65,124.65,669
2021-05-28 17:58:00,124.64,124.66,124.64,124.66,1390
2021-05-28 17:57:00,124.64,124.64,124.64,124.64,456
2021-05-28 17:56:00,124.65,124.65,124.65,124.65,603
2021-05-28 17:54:00,124.65,124.65,124.65,124.65,794
2021-05-28 17:52:00,124.65,124.65,124.65,124.65,266
2021-05-28 17:51:00,124.63,124.63,124.63,124.63,1602
2021-05-28 17:50:00,124.65,124.65,124.65,124.65,251
2021-05-28 17:49:00,124.65,124.65,124.65,124.65,357
2021-05-28 17:48:00,124.65,124.65,124.63,124.63,3448
2021-05-28 17:47:00,124.64,124.64,124.64,124.64,703
2021-05-28 17:44:00,124.63,124.63,124.63,124.63,211
2021-05-28 17:43:00,124.64,124.65,124.64,124.65,1384
2021-05-28 17:42:00,124.63,124.64,124.63,124.64,3359
2021-05-28 17:41:00,124.63,124.64,124.63,124.64,529
2021-05-28 17:40:00,124.64,124.64,124.63,124.63,1232
2021-05-28 17:39:00,124.63,124.63,124.62,124.62,1980
2021-05-28 17:38:00,124.63,124.63,124.62,124.62,1043
2021-05-28 17:37:00,124.62,124.63,124.62,124.62,2490
2021-05-28 17:36:00,124.62,124.625,124.62,124.62,5362
2021-05-28 17:35:00,124.6201,124.63,124.62,124.62,4870
2021-05-28 17:34:00,124.63,124.63,124.62,124.62,1257
2021-05-28 17:33:00,124.6,124.6,124.59,124.6,1133
2021-05-28 17:32:00,124.61,124.61,124.6,124.6,526
2021-05-28 17:31:00,124.6,124.6,124.59,124.59,1481
2021-05-28 17:30:00,124.58,124.59,124.58,124.59,3370
2021-05-28 17:29:00,124.58,124.58,124.58,124.58,1694
2021-05-28 17:28:00,124.57,124.58,124.57,124.57,1720
2021-05-28 17:27:00,124.58,124.58,124.57,124.58,893
2021-05-28 17:26:00,124.57,124.58,124.57,124.58,751
2021-05-28 17:25:00,124.58,124.58,124.58,124.58,2747
2021-05-28 17:24:00,124.58,124.58,124.58,124.58,273
2021-05-28 17:23:00,124.6,124.6,124.59,124.59,3510
2021-05-28 17:22:00,124.59,124.6,124.59,124.6,1895
2021-05-28 17:21:00,124.6,124.6,124.6,124.6,265
2021-05-28 17:20:00,124.6,124.6,124.59,124.59,1370
2021-05-28 17:19:00,124.6,124.64,124.595,124.595,6001
